Closed,StockExchange,Ticker,Time
13,hnx,NAG,2021-12-20T00:00:00.000Z
16.3,hnx,NBC,2021-12-20T00:00:00.000Z
19,hnx,NDN,2021-12-20T00:00:00.000Z
30.7,upcom,NDT,2021-12-20T00:00:00.000Z
11.2,hnx,NDX,2021-12-20T00:00:00.000Z
12.5,upcom,NED,2021-12-20T00:00:00.000Z
62.5,hose,NLG,2021-12-20T00:00:00.000Z
30.4,hnx,NRC,2021-12-20T00:00:00.000Z
13.6,hnx,NSH,2021-12-20T00:00:00.000Z
27,hose,NT2,2021-12-20T00:00:00.000Z
59.6,hnx,NTP,2021-12-20T00:00:00.000Z
28.6,hnx,NVB,2021-12-20T00:00:00.000Z
115.3,hose,NVL,2021-12-20T00:00:00.000Z
26.6,hose,OCB,2021-12-20T00:00:00.000Z
10.1,hnx,OCH,2021-12-20T00:00:00.000Z
16.6,upcom,OIL,2021-12-20T00:00:00.000Z
38.95,hose,PAN,2021-12-20T00:00:00.000Z
24,upcom,PAS,2021-12-20T00:00:00.000Z
39.05,hose,PC1,2021-12-20T00:00:00.000Z
9.9,hnx,PCG,2021-12-20T00:00:00.000Z
95.5,hose,PDR,2021-12-20T00:00:00.000Z
8.9,upcom,PFL,2021-12-20T00:00:00.000Z
31,upcom,PGB,2021-12-20T00:00:00.000Z
38.2,upcom,PGV,2021-12-20T00:00:00.000Z
28,hnx,PHP,2021-12-20T00:00:00.000Z
71.2,hose,PHR,2021-12-20T00:00:00.000Z
41,hnx,PLC,2021-12-20T00:00:00.000Z
53,hose,PLX,2021-12-20T00:00:00.000Z
94.2,hose,PNJ,2021-12-20T00:00:00.000Z
14.9,hose,POM,2021-12-20T00:00:00.000Z
18.25,hose,POW,2021-12-20T00:00:00.000Z
23.7,hose,PPC,2021-12-20T00:00:00.000Z
31.2,upcom,PRT,2021-12-20T00:00:00.000Z
31.6,hnx,PSD,2021-12-20T00:00:00.000Z
19.3,hnx,PSI,2021-12-20T00:00:00.000Z
17,hose,PTL,2021-12-20T00:00:00.000Z
8.9,hnx,PV2,2021-12-20T00:00:00.000Z
14.5,hnx,PVC,2021-12-20T00:00:00.000Z
26.75,hose,PVD,2021-12-20T00:00:00.000Z
13.8,hnx,PVG,2021-12-20T00:00:00.000Z
51,hnx,PVI,2021-12-20T00:00:00.000Z
14.3,hnx,PVL,2021-12-20T00:00:00.000Z
23.3,upcom,PVM,2021-12-20T00:00:00.000Z
18.5,upcom,PVP,2021-12-20T00:00:00.000Z
25.4,hnx,PVS,2021-12-20T00:00:00.000Z
23.15,hose,PVT,2021-12-20T00:00:00.000Z
7.2,upcom,PXT,2021-12-20T00:00:00.000Z
48.7,upcom,QNS,2021-12-20T00:00:00.000Z
17.9,upcom,QTP,2021-12-20T00:00:00.000Z
67.1,hose,REE,2021-12-20T00:00:00.000Z
23.5,hnx,S99,2021-12-20T00:00:00.000Z
149,hose,SAB,2021-12-20T00:00:00.000Z
23.1,hose,SAM,2021-12-20T00:00:00.000Z
18.3,upcom,SBS,2021-12-20T00:00:00.000Z
23.75,hose,SBT,2021-12-20T00:00:00.000Z
79.1,hnx,SCG,2021-12-20T00:00:00.000Z
39.6,hnx,SCI,2021-12-20T00:00:00.000Z
151.6,hose,SCS,2021-12-20T00:00:00.000Z
7.8,upcom,SD3,2021-12-20T00:00:00.000Z
12.5,hnx,SD5,2021-12-20T00:00:00.000Z
8,hnx,SD6,2021-12-20T00:00:00.000Z
7.9,upcom,SD7,2021-12-20T00:00:00.000Z
12.9,hnx,SD9,2021-12-20T00:00:00.000Z
37.5,hnx,SDA,2021-12-20T00:00:00.000Z
7.9,upcom,SDD,2021-12-20T00:00:00.000Z
6.8,upcom,SDP,2021-12-20T00:00:00.000Z
18.2,upcom,SGB,2021-12-20T00:00:00.000Z
28.3,upcom,SGI,2021-12-20T00:00:00.000Z
35.2,upcom,SGP,2021-12-20T00:00:00.000Z
52,hnx,SHS,2021-12-20T00:00:00.000Z
78,hose,SJS,2021-12-20T00:00:00.000Z
25.8,upcom,SKH,2021-12-20T00:00:00.000Z
12.4,hnx,SPI,2021-12-20T00:00:00.000Z
11.3,hnx,SRA,2021-12-20T00:00:00.000Z
8.5,upcom,SRB,2021-12-20T00:00:00.000Z
7.3,upcom,SRT,2021-12-20T00:00:00.000Z
100.1,upcom,SSH,2021-12-20T00:00:00.000Z
53.5,hose,SSI,2021-12-20T00:00:00.000Z
28.65,hose,STB,2021-12-20T00:00:00.000Z
10.9,upcom,STH,2021-12-20T00:00:00.000Z
7.5,hnx,SVN,2021-12-20T00:00:00.000Z
63.6,hose,SZC,2021-12-20T00:00:00.000Z
14.8,hnx,TA9,2021-12-20T00:00:00.000Z
43,hnx,TAR,2021-12-20T00:00:00.000Z
78,upcom,TBD,2021-12-20T00:00:00.000Z
11.8,hnx,TC6,2021-12-20T00:00:00.000Z
49.5,hose,TCB,2021-12-20T00:00:00.000Z
24.7,hose,TCH,2021-12-20T00:00:00.000Z
23,upcom,TCI,2021-12-20T00:00:00.000Z
72,hose,TCM,2021-12-20T00:00:00.000Z
14.1,hnx,TDT,2021-12-20T00:00:00.000Z
244.8,hnx,THD,2021-12-20T00:00:00.000Z
13.4,hnx,THT,2021-12-20T00:00:00.000Z
62.1,upcom,TID,2021-12-20T00:00:00.000Z
26.9,hnx,TIG,2021-12-20T00:00:00.000Z
13.4,upcom,TIS,2021-12-20T00:00:00.000Z
21.9,upcom,TL4,2021-12-20T00:00:00.000Z
34.5,hnx,TNG,2021-12-20T00:00:00.000Z
10.4,upcom,TNS,2021-12-20T00:00:00.000Z
39.8,hose,TPB,2021-12-20T00:00:00.000Z
7.9,hnx,TTH,2021-12-20T00:00:00.000Z
29,upcom,TTN,2021-12-20T00:00:00.000Z
23.3,hnx,TVC,2021-12-20T00:00:00.000Z
12.8,hnx,TVD,2021-12-20T00:00:00.000Z
16.6,upcom,TVN,2021-12-20T00:00:00.000Z
17.4,upcom,VAB,2021-12-20T00:00:00.000Z
17.9,upcom,VBB,2021-12-20T00:00:00.000Z
70,hnx,VC2,2021-12-20T00:00:00.000Z
56.9,hnx,VC3,2021-12-20T00:00:00.000Z
26.4,hnx,VC7,2021-12-20T00:00:00.000Z
14.3,hnx,VC9,2021-12-20T00:00:00.000Z
99.5,hose,VCB,2021-12-20T00:00:00.000Z
235.1,hose,VCF,2021-12-20T00:00:00.000Z
49.6,hose,VCG,2021-12-20T00:00:00.000Z
76.7,hose,VCI,2021-12-20T00:00:00.000Z
51.4,upcom,VCR,2021-12-20T00:00:00.000Z
116.9,hnx,VCS,2021-12-20T00:00:00.000Z
7.1,upcom,VE9,2021-12-20T00:00:00.000Z
43.6,upcom,VEA,2021-12-20T00:00:00.000Z
17.2,upcom,VFS,2021-12-20T00:00:00.000Z
58.7,hose,VGC,2021-12-20T00:00:00.000Z
32.6,upcom,VGI,2021-12-20T00:00:00.000Z
47.8,hnx,VGS,2021-12-20T00:00:00.000Z
28.6,upcom,VGT,2021-12-20T00:00:00.000Z
15.4,upcom,VGV,2021-12-20T00:00:00.000Z
65,hose,VHC,2021-12-20T00:00:00.000Z
11.6,hnx,VHE,2021-12-20T00:00:00.000Z
7.8,upcom,VHG,2021-12-20T00:00:00.000Z
83.5,hose,VHM,2021-12-20T00:00:00.000Z
45.5,hose,VIB,2021-12-20T00:00:00.000Z
99,hose,VIC,2021-12-20T00:00:00.000Z
18.5,hnx,VIG,2021-12-20T00:00:00.000Z
32.6,hose,VIX,2021-12-20T00:00:00.000Z
122.1,hose,VJC,2021-12-20T00:00:00.000Z
12.6,hnx,VKC,2021-12-20T00:00:00.000Z
10.5,upcom,VLG,2021-12-20T00:00:00.000Z
33.2,upcom,VNA,2021-12-20T00:00:00.000Z
24.4,upcom,VNB,2021-12-20T00:00:00.000Z
85.2,hose,VND,2021-12-20T00:00:00.000Z
7.2,upcom,VNH,2021-12-20T00:00:00.000Z
85.7,hose,VNM,2021-12-20T00:00:00.000Z
27,upcom,VNP,2021-12-20T00:00:00.000Z
35.2,upcom,VOC,2021-12-20T00:00:00.000Z
34.15,hose,VPB,2021-12-20T00:00:00.000Z
53.7,hose,VPI,2021-12-20T00:00:00.000Z
31.05,hose,VRE,2021-12-20T00:00:00.000Z
16.1,upcom,VTD,2021-12-20T00:00:00.000Z
75.3,upcom,VTP,2021-12-20T00:00:00.000Z
9.4,hnx,VTV,2021-12-20T00:00:00.000Z
16.7,hnx,WSS,2021-12-20T00:00:00.000Z
18.7,upcom,XMC,2021-12-20T00:00:00.000Z
28.3,upcom,AAS,2021-12-21T00:00:00.000Z
23.5,hnx,AAV,2021-12-21T00:00:00.000Z
20.9,upcom,ABB,2021-12-21T00:00:00.000Z
32.8,hose,ACB,2021-12-21T00:00:00.000Z
15.3,upcom,AFX,2021-12-21T00:00:00.000Z
16.5,upcom,AMS,2021-12-21T00:00:00.000Z
15.3,hnx,AMV,2021-12-21T00:00:00.000Z
18.4,upcom,ANT,2021-12-21T00:00:00.000Z
62.1,upcom,APF,2021-12-21T00:00:00.000Z
36.15,hose,APH,2021-12-21T00:00:00.000Z
76.5,hnx,API,2021-12-21T00:00:00.000Z
37,hnx,APS,2021-12-21T00:00:00.000Z
15.1,hnx,ART,2021-12-21T00:00:00.000Z
21.25,hose,ASM,2021-12-21T00:00:00.000Z
22,hnx,BAB,2021-12-21T00:00:00.000Z
11.2,upcom,BCA,2021-12-21T00:00:00.000Z
25.6,hnx,BCC,2021-12-21T00:00:00.000Z
67.9,hose,BCM,2021-12-21T00:00:00.000Z
60.1,hose,BHN,2021-12-21T00:00:00.000Z
43.8,hose,BID,2021-12-21T00:00:00.000Z
12.8,hnx,BII,2021-12-21T00:00:00.000Z
62.2,hose,BMP,2021-12-21T00:00:00.000Z
23.5,upcom,BMS,2021-12-21T00:00:00.000Z
43,hnx,BNA,2021-12-21T00:00:00.000Z
14.4,upcom,BOT,2021-12-21T00:00:00.000Z
21.9,upcom,BSR,2021-12-21T00:00:00.000Z
6.8,upcom,BTN,2021-12-21T00:00:00.000Z
11.6,hnx,BTS,2021-12-21T00:00:00.000Z
22.8,upcom,BVB,2021-12-21T00:00:00.000Z
7.2,upcom,BVG,2021-12-21T00:00:00.000Z
57,hose,BVH,2021-12-21T00:00:00.000Z
38.7,hnx,BVS,2021-12-21T00:00:00.000Z
45.6,hose,BWE,2021-12-21T00:00:00.000Z
25.1,upcom,C4G,2021-12-21T00:00:00.000Z
18.1,hnx,C69,2021-12-21T00:00:00.000Z
26.3,upcom,CBI,2021-12-21T00:00:00.000Z
7.7,upcom,CDO,2021-12-21T00:00:00.000Z
17.7,upcom,CEN,2021-12-21T00:00:00.000Z
61.6,hnx,CEO,2021-12-21T00:00:00.000Z
41.15,hose,CII,2021-12-21T00:00:00.000Z
26.2,upcom,CLX,2021-12-21T00:00:00.000Z
34,hnx,CMS,2021-12-21T00:00:00.000Z
129.1,hnx,CSC,2021-12-21T00:00:00.000Z
16,upcom,CST,2021-12-21T00:00:00.000Z
8,hnx,CTC,2021-12-21T00:00:00.000Z
89.1,hose,CTD,2021-12-21T00:00:00.000Z
32,hose,CTG,2021-12-21T00:00:00.000Z
82.2,upcom,CTR,2021-12-21T00:00:00.000Z
11.8,hnx,CVN,2021-12-21T00:00:00.000Z
74.5,hose,DBC,2021-12-21T00:00:00.000Z
40.05,hose,DCM,2021-12-21T00:00:00.000Z
31,hnx,DDG,2021-12-21T00:00:00.000Z
29.2,upcom,DDV,2021-12-21T00:00:00.000Z
25,upcom,DFF,2021-12-21T00:00:00.000Z
160.9,hose,DGC,2021-12-21T00:00:00.000Z
35.3,upcom,DGT,2021-12-21T00:00:00.000Z
122.2,hose,DGW,2021-12-21T00:00:00.000Z
84.9,hose,DHC,2021-12-21T00:00:00.000Z
130,hose,DHG,2021-12-21T00:00:00.000Z
93,hose,DIG,2021-12-21T00:00:00.000Z
15.7,hnx,DL1,2021-12-21T00:00:00.000Z
53.9,hose,DPM,2021-12-21T00:00:00.000Z
16.3,upcom,DRI,2021-12-21T00:00:00.000Z
10.3,hnx,DST,2021-12-21T00:00:00.000Z
12,hnx,DTC,2021-12-21T00:00:00.000Z
52,hnx,DTD,2021-12-21T00:00:00.000Z
22.9,hnx,DVG,2021-12-21T00:00:00.000Z
26.8,upcom,DVN,2021-12-21T00:00:00.000Z
35.85,hose,DXG,2021-12-21T00:00:00.000Z
21.6,hnx,DXP,2021-12-21T00:00:00.000Z
26.75,hose,EIB,2021-12-21T00:00:00.000Z
15.9,upcom,EIN,2021-12-21T00:00:00.000Z
18.6,upcom,EVF,2021-12-21T00:00:00.000Z
41.2,hnx,EVS,2021-12-21T00:00:00.000Z
8.5,hnx,FID,2021-12-21T00:00:00.000Z
18,hose,FLC,2021-12-21T00:00:00.000Z
95.2,hose,FPT,2021-12-21T00:00:00.000Z
23.3,upcom,G36,2021-12-21T00:00:00.000Z
94,hose,GAS,2021-12-21T00:00:00.000Z
19.65,hose,GEG,2021-12-21T00:00:00.000Z
38.5,hose,GEX,2021-12-21T00:00:00.000Z
43.1,hnx,GKM,2021-12-21T00:00:00.000Z
47.65,hose,GMD,2021-12-21T00:00:00.000Z
21.65,hose,GTN,2021-12-21T00:00:00.000Z
37.7,hose,GVR,2021-12-21T00:00:00.000Z
16.8,upcom,HAC,2021-12-21T00:00:00.000Z
13.6,hose,HAG,2021-12-21T00:00:00.000Z
25.95,hose,HBC,2021-12-21T00:00:00.000Z
16.3,hnx,HBS,2021-12-21T00:00:00.000Z
45.8,hose,HCM,2021-12-21T00:00:00.000Z
39.7,upcom,HD6,2021-12-21T00:00:00.000Z
29.4,hose,HDB,2021-12-21T00:00:00.000Z
63.8,hose,HDG,2021-12-21T00:00:00.000Z
8.4,hnx,HHG,2021-12-21T00:00:00.000Z
11.1,hose,HHS,2021-12-21T00:00:00.000Z
25.5,upcom,HHV,2021-12-21T00:00:00.000Z
41.5,upcom,HMS,2021-12-21T00:00:00.000Z
11.1,hose,HNG,2021-12-21T00:00:00.000Z
9.5,hnx,HOM,2021-12-21T00:00:00.000Z
46.1,hose,HPG,2021-12-21T00:00:00.000Z
34.45,hose,HPX,2021-12-21T00:00:00.000Z
8.6,hose,HQC,2021-12-21T00:00:00.000Z
34.85,hose,HSG,2021-12-21T00:00:00.000Z
15.4,upcom,HSV,2021-12-21T00:00:00.000Z
23.1,hose,HT1,2021-12-21T00:00:00.000Z
8.2,upcom,HTE,2021-12-21T00:00:00.000Z
27.6,upcom,HU4,2021-12-21T00:00:00.000Z
18.5,hnx,HUT,2021-12-21T00:00:00.000Z
23.35,hose,HVN,2021-12-21T00:00:00.000Z
81,hnx,IDC,2021-12-21T00:00:00.000Z
47.4,hnx,IDJ,2021-12-21T00:00:00.000Z
31.8,hose,IJC,2021-12-21T00:00:00.000Z
13.1,upcom,ILA,2021-12-21T00:00:00.000Z
75.7,hose,IMP,2021-12-21T00:00:00.000Z
67.1,hnx,IPA,2021-12-21T00:00:00.000Z
17.1,hose,ITA,2021-12-21T00:00:00.000Z
10.2,hnx,ITQ,2021-12-21T00:00:00.000Z
18.9,hnx,IVS,2021-12-21T00:00:00.000Z
58.4,hose,KBC,2021-12-21T00:00:00.000Z
55.3,hose,KDC,2021-12-21T00:00:00.000Z
50.2,hose,KDH,2021-12-21T00:00:00.000Z
7.9,upcom,KHB,2021-12-21T00:00:00.000Z
23.9,upcom,KLB,2021-12-21T00:00:00.000Z
8.4,hnx,KLF,2021-12-21T00:00:00.000Z
31.8,hose,KOS,2021-12-21T00:00:00.000Z
70.1,hnx,KSF,2021-12-21T00:00:00.000Z
5.1,upcom,KSH,2021-12-21T00:00:00.000Z
9,hnx,KSQ,2021-12-21T00:00:00.000Z
8,hnx,KVC,2021-12-21T00:00:00.000Z
26.7,hnx,LAS,2021-12-21T00:00:00.000Z
18.3,hnx,LIG,2021-12-21T00:00:00.000Z
9.2,upcom,LMH,2021-12-21T00:00:00.000Z
21.3,hose,LPB,2021-12-21T00:00:00.000Z
13.9,upcom,LPT,2021-12-21T00:00:00.000Z
36.9,upcom,LTG,2021-12-21T00:00:00.000Z
9.1,hnx,MAC,2021-12-21T00:00:00.000Z
27.95,hose,MBB,2021-12-21T00:00:00.000Z
16.3,hnx,MBG,2021-12-21T00:00:00.000Z
39.6,hnx,MBS,2021-12-21T00:00:00.000Z
8.3,hnx,MCO,2021-12-21T00:00:00.000Z
36.5,upcom,MLS,2021-12-21T00:00:00.000Z
42.6,upcom,MPC,2021-12-21T00:00:00.000Z
26.5,hose,MSB,2021-12-21T00:00:00.000Z
166.6,hose,MSN,2021-12-21T00:00:00.000Z
28.2,upcom,MSR,2021-12-21T00:00:00.000Z
19.3,hnx,MST,2021-12-21T00:00:00.000Z
13.3,upcom,MVC,2021-12-21T00:00:00.000Z
133,hose,MWG,2021-12-21T00:00:00.000Z
19.2,upcom,NAB,2021-12-21T00:00:00.000Z
12.9,hnx,NAG,2021-12-21T00:00:00.000Z
16.3,hnx,NBC,2021-12-21T00:00:00.000Z
19.8,hnx,NDN,2021-12-21T00:00:00.000Z
29.9,upcom,NDT,2021-12-21T00:00:00.000Z
11.1,hnx,NDX,2021-12-21T00:00:00.000Z
12.7,upcom,NED,2021-12-21T00:00:00.000Z
65.2,hose,NLG,2021-12-21T00:00:00.000Z
29.6,hnx,NRC,2021-12-21T00:00:00.000Z
13.4,hnx,NSH,2021-12-21T00:00:00.000Z
26.75,hose,NT2,2021-12-21T00:00:00.000Z
57.8,hnx,NTP,2021-12-21T00:00:00.000Z
28.6,hnx,NVB,2021-12-21T00:00:00.000Z
116.6,hose,NVL,2021-12-21T00:00:00.000Z
26.25,hose,OCB,2021-12-21T00:00:00.000Z
9.9,hnx,OCH,2021-12-21T00:00:00.000Z
16.6,upcom,OIL,2021-12-21T00:00:00.000Z
39.3,hose,PAN,2021-12-21T00:00:00.000Z
23.9,upcom,PAS,2021-12-21T00:00:00.000Z
39.5,hose,PC1,2021-12-21T00:00:00.000Z
9.8,hnx,PCG,2021-12-21T00:00:00.000Z
95.8,hose,PDR,2021-12-21T00:00:00.000Z
8.8,upcom,PFL,2021-12-21T00:00:00.000Z
31,upcom,PGB,2021-12-21T00:00:00.000Z
39.8,upcom,PGV,2021-12-21T00:00:00.000Z
27.8,hnx,PHP,2021-12-21T00:00:00.000Z
71.7,hose,PHR,2021-12-21T00:00:00.000Z
41.8,hnx,PLC,2021-12-21T00:00:00.000Z
53,hose,PLX,2021-12-21T00:00:00.000Z
94.8,hose,PNJ,2021-12-21T00:00:00.000Z
14.85,hose,POM,2021-12-21T00:00:00.000Z
18.7,hose,POW,2021-12-21T00:00:00.000Z
24.5,hose,PPC,2021-12-21T00:00:00.000Z
30.6,upcom,PRT,2021-12-21T00:00:00.000Z
33.6,hnx,PSD,2021-12-21T00:00:00.000Z
18.9,hnx,PSI,2021-12-21T00:00:00.000Z
17.9,hose,PTL,2021-12-21T00:00:00.000Z
9,hnx,PV2,2021-12-21T00:00:00.000Z
14.8,hnx,PVC,2021-12-21T00:00:00.000Z
27.4,hose,PVD,2021-12-21T00:00:00.000Z
14.3,hnx,PVG,2021-12-21T00:00:00.000Z
52,hnx,PVI,2021-12-21T00:00:00.000Z
15.7,hnx,PVL,2021-12-21T00:00:00.000Z
22.9,upcom,PVM,2021-12-21T00:00:00.000Z
18.4,upcom,PVP,2021-12-21T00:00:00.000Z
26.1,hnx,PVS,2021-12-21T00:00:00.000Z
23.25,hose,PVT,2021-12-21T00:00:00.000Z
7,upcom,PXT,2021-12-21T00:00:00.000Z
48.4,upcom,QNS,2021-12-21T00:00:00.000Z
18.9,upcom,QTP,2021-12-21T00:00:00.000Z
69,hose,REE,2021-12-21T00:00:00.000Z
23.7,hnx,S99,2021-12-21T00:00:00.000Z
148.9,hose,SAB,2021-12-21T00:00:00.000Z
24.7,hose,SAM,2021-12-21T00:00:00.000Z
18,upcom,SBS,2021-12-21T00:00:00.000Z
23.25,hose,SBT,2021-12-21T00:00:00.000Z
80.3,hnx,SCG,2021-12-21T00:00:00.000Z
39.6,hnx,SCI,2021-12-21T00:00:00.000Z
153.3,hose,SCS,2021-12-21T00:00:00.000Z
7.8,upcom,SD3,2021-12-21T00:00:00.000Z
12.1,hnx,SD5,2021-12-21T00:00:00.000Z
7.9,hnx,SD6,2021-12-21T00:00:00.000Z
8,upcom,SD7,2021-12-21T00:00:00.000Z
12.9,hnx,SD9,2021-12-21T00:00:00.000Z
33.8,hnx,SDA,2021-12-21T00:00:00.000Z
7.9,upcom,SDD,2021-12-21T00:00:00.000Z
6.6,upcom,SDP,2021-12-21T00:00:00.000Z
18.1,upcom,SGB,2021-12-21T00:00:00.000Z
28.1,upcom,SGI,2021-12-21T00:00:00.000Z
35,upcom,SGP,2021-12-21T00:00:00.000Z
50.9,hnx,SHS,2021-12-21T00:00:00.000Z
78.5,hose,SJS,2021-12-21T00:00:00.000Z
26.1,upcom,SKH,2021-12-21T00:00:00.000Z
12.1,hnx,SPI,2021-12-21T00:00:00.000Z
11.6,hnx,SRA,2021-12-21T00:00:00.000Z
8.3,upcom,SRB,2021-12-21T00:00:00.000Z
7.5,upcom,SRT,2021-12-21T00:00:00.000Z
101.1,upcom,SSH,2021-12-21T00:00:00.000Z
52.5,hose,SSI,2021-12-21T00:00:00.000Z
28.2,hose,STB,2021-12-21T00:00:00.000Z
10.9,upcom,STH,2021-12-21T00:00:00.000Z
7.4,hnx,SVN,2021-12-21T00:00:00.000Z
65.3,hose,SZC,2021-12-21T00:00:00.000Z
14.3,hnx,TA9,2021-12-21T00:00:00.000Z
42,hnx,TAR,2021-12-21T00:00:00.000Z
78,upcom,TBD,2021-12-21T00:00:00.000Z
11.5,hnx,TC6,2021-12-21T00:00:00.000Z
49.25,hose,TCB,2021-12-21T00:00:00.000Z
26.4,hose,TCH,2021-12-21T00:00:00.000Z
22.5,upcom,TCI,2021-12-21T00:00:00.000Z
70,hose,TCM,2021-12-21T00:00:00.000Z
14,hnx,TDT,2021-12-21T00:00:00.000Z
245.5,hnx,THD,2021-12-21T00:00:00.000Z
13.1,hnx,THT,2021-12-21T00:00:00.000Z
59.6,upcom,TID,2021-12-21T00:00:00.000Z
26.5,hnx,TIG,2021-12-21T00:00:00.000Z
13.2,upcom,TIS,2021-12-21T00:00:00.000Z
22.8,upcom,TL4,2021-12-21T00:00:00.000Z
34,hnx,TNG,2021-12-21T00:00:00.000Z
10.4,upcom,TNS,2021-12-21T00:00:00.000Z
38.8,hose,TPB,2021-12-21T00:00:00.000Z
7.9,hnx,TTH,2021-12-21T00:00:00.000Z
28.5,upcom,TTN,2021-12-21T00:00:00.000Z
23.3,hnx,TVC,2021-12-21T00:00:00.000Z
12.8,hnx,TVD,2021-12-21T00:00:00.000Z
16.3,upcom,TVN,2021-12-21T00:00:00.000Z
17.2,upcom,VAB,2021-12-21T00:00:00.000Z
17.8,upcom,VBB,2021-12-21T00:00:00.000Z
69,hnx,VC2,2021-12-21T00:00:00.000Z
55.6,hnx,VC3,2021-12-21T00:00:00.000Z
26.1,hnx,VC7,2021-12-21T00:00:00.000Z
14.5,hnx,VC9,2021-12-21T00:00:00.000Z
76.6,hose,VCB,2021-12-21T00:00:00.000Z
235.1,hose,VCF,2021-12-21T00:00:00.000Z
49.75,hose,VCG,2021-12-21T00:00:00.000Z
75.3,hose,VCI,2021-12-21T00:00:00.000Z
55,upcom,VCR,2021-12-21T00:00:00.000Z
116.5,hnx,VCS,2021-12-21T00:00:00.000Z
7,upcom,VE9,2021-12-21T00:00:00.000Z
44,upcom,VEA,2021-12-21T00:00:00.000Z
17,upcom,VFS,2021-12-21T00:00:00.000Z
57.8,hose,VGC,2021-12-21T00:00:00.000Z
32.6,upcom,VGI,2021-12-21T00:00:00.000Z
49.5,hnx,VGS,2021-12-21T00:00:00.000Z
28,upcom,VGT,2021-12-21T00:00:00.000Z
14.5,upcom,VGV,2021-12-21T00:00:00.000Z
65.9,hose,VHC,2021-12-21T00:00:00.000Z
11.8,hnx,VHE,2021-12-21T00:00:00.000Z
8.1,upcom,VHG,2021-12-21T00:00:00.000Z
86,hose,VHM,2021-12-21T00:00:00.000Z
44.1,hose,VIB,2021-12-21T00:00:00.000Z
98.1,hose,VIC,2021-12-21T00:00:00.000Z
18.1,hnx,VIG,2021-12-21T00:00:00.000Z
32.4,hose,VIX,2021-12-21T00:00:00.000Z
122.5,hose,VJC,2021-12-21T00:00:00.000Z
12.6,hnx,VKC,2021-12-21T00:00:00.000Z
10.6,upcom,VLG,2021-12-21T00:00:00.000Z
32.6,upcom,VNA,2021-12-21T00:00:00.000Z
25.1,upcom,VNB,2021-12-21T00:00:00.000Z
84.8,hose,VND,2021-12-21T00:00:00.000Z
6.8,upcom,VNH,2021-12-21T00:00:00.000Z
85.5,hose,VNM,2021-12-21T00:00:00.000Z
26.8,upcom,VNP,2021-12-21T00:00:00.000Z
35.3,upcom,VOC,2021-12-21T00:00:00.000Z
34.15,hose,VPB,2021-12-21T00:00:00.000Z
54.4,hose,VPI,2021-12-21T00:00:00.000Z
31.4,hose,VRE,2021-12-21T00:00:00.000Z
16.1,upcom,VTD,2021-12-21T00:00:00.000Z
74.7,upcom,VTP,2021-12-21T00:00:00.000Z
9.4,hnx,VTV,2021-12-21T00:00:00.000Z
