Closed,StockExchange,Ticker,Time
16,hnx,WSS,2021-12-21T00:00:00.000Z
17.8,upcom,XMC,2021-12-21T00:00:00.000Z
29.4,upcom,AAS,2021-12-26T00:00:00.000Z
24.6,hnx,AAV,2021-12-26T00:00:00.000Z
21,upcom,ABB,2021-12-26T00:00:00.000Z
33,hose,ACB,2021-12-26T00:00:00.000Z
16.1,upcom,AFX,2021-12-26T00:00:00.000Z
16.2,upcom,AMS,2021-12-26T00:00:00.000Z
14.2,hnx,AMV,2021-12-26T00:00:00.000Z
18.7,upcom,ANT,2021-12-26T00:00:00.000Z
59.4,upcom,APF,2021-12-26T00:00:00.000Z
36.7,hose,APH,2021-12-26T00:00:00.000Z
67,hnx,API,2021-12-26T00:00:00.000Z
31.9,hnx,APS,2021-12-26T00:00:00.000Z
14.1,hnx,ART,2021-12-26T00:00:00.000Z
23.1,hose,ASM,2021-12-26T00:00:00.000Z
22.6,hnx,BAB,2021-12-26T00:00:00.000Z
11.4,upcom,BCA,2021-12-26T00:00:00.000Z
23.2,hnx,BCC,2021-12-26T00:00:00.000Z
65.5,hose,BCM,2021-12-26T00:00:00.000Z
60,hose,BHN,2021-12-26T00:00:00.000Z
35,hose,BID,2021-12-26T00:00:00.000Z
13.9,hnx,BII,2021-12-26T00:00:00.000Z
58.5,hose,BMP,2021-12-26T00:00:00.000Z
21.6,upcom,BMS,2021-12-26T00:00:00.000Z
42.9,hnx,BNA,2021-12-26T00:00:00.000Z
15.8,upcom,BOT,2021-12-26T00:00:00.000Z
23,upcom,BSR,2021-12-26T00:00:00.000Z
7.5,upcom,BTN,2021-12-26T00:00:00.000Z
11,hnx,BTS,2021-12-26T00:00:00.000Z
21.8,upcom,BVB,2021-12-26T00:00:00.000Z
8.5,upcom,BVG,2021-12-26T00:00:00.000Z
56,hose,BVH,2021-12-26T00:00:00.000Z
37,hnx,BVS,2021-12-26T00:00:00.000Z
44.6,hose,BWE,2021-12-26T00:00:00.000Z
23.7,upcom,C4G,2021-12-26T00:00:00.000Z
17.4,hnx,C69,2021-12-26T00:00:00.000Z
27,upcom,CBI,2021-12-26T00:00:00.000Z
8.2,upcom,CDO,2021-12-26T00:00:00.000Z
17.4,upcom,CEN,2021-12-26T00:00:00.000Z
58,hnx,CEO,2021-12-26T00:00:00.000Z
39,hose,CII,2021-12-26T00:00:00.000Z
25.6,upcom,CLX,2021-12-26T00:00:00.000Z
28.5,hnx,CMS,2021-12-26T00:00:00.000Z
128,hnx,CSC,2021-12-26T00:00:00.000Z
16.1,upcom,CST,2021-12-26T00:00:00.000Z
8.6,hnx,CTC,2021-12-26T00:00:00.000Z
96.7,hose,CTD,2021-12-26T00:00:00.000Z
32.9,hose,CTG,2021-12-26T00:00:00.000Z
81.7,upcom,CTR,2021-12-26T00:00:00.000Z
12.9,hnx,CVN,2021-12-26T00:00:00.000Z
71.4,hose,DBC,2021-12-26T00:00:00.000Z
37.45,hose,DCM,2021-12-26T00:00:00.000Z
31,hnx,DDG,2021-12-26T00:00:00.000Z
27.7,upcom,DDV,2021-12-26T00:00:00.000Z
27.8,upcom,DFF,2021-12-26T00:00:00.000Z
159.9,hose,DGC,2021-12-26T00:00:00.000Z
33.1,upcom,DGT,2021-12-26T00:00:00.000Z
121.5,hose,DGW,2021-12-26T00:00:00.000Z
84.7,hose,DHC,2021-12-26T00:00:00.000Z
118.1,hose,DHG,2021-12-26T00:00:00.000Z
90,hose,DIG,2021-12-26T00:00:00.000Z
14.8,hnx,DL1,2021-12-26T00:00:00.000Z
54.8,hose,DPM,2021-12-26T00:00:00.000Z
16.8,upcom,DRI,2021-12-26T00:00:00.000Z
12.4,hnx,DST,2021-12-26T00:00:00.000Z
13.1,hnx,DTC,2021-12-26T00:00:00.000Z
50,hnx,DTD,2021-12-26T00:00:00.000Z
25.7,hnx,DVG,2021-12-26T00:00:00.000Z
25.9,upcom,DVN,2021-12-26T00:00:00.000Z
34.4,hose,DXG,2021-12-26T00:00:00.000Z
20.8,hnx,DXP,2021-12-26T00:00:00.000Z
31.2,hose,EIB,2021-12-26T00:00:00.000Z
15.7,upcom,EIN,2021-12-26T00:00:00.000Z
18.7,upcom,EVF,2021-12-26T00:00:00.000Z
40.9,hnx,EVS,2021-12-26T00:00:00.000Z
10.1,hnx,FID,2021-12-26T00:00:00.000Z
17.55,hose,FLC,2021-12-26T00:00:00.000Z
93.8,hose,FPT,2021-12-26T00:00:00.000Z
23.7,upcom,G36,2021-12-26T00:00:00.000Z
95.7,hose,GAS,2021-12-26T00:00:00.000Z
20.8,hose,GEG,2021-12-26T00:00:00.000Z
36.9,hose,GEX,2021-12-26T00:00:00.000Z
43.3,hnx,GKM,2021-12-26T00:00:00.000Z
45.75,hose,GMD,2021-12-26T00:00:00.000Z
20.35,hose,GTN,2021-12-26T00:00:00.000Z
39.05,hose,GVR,2021-12-26T00:00:00.000Z
15.7,upcom,HAC,2021-12-26T00:00:00.000Z
14.2,hose,HAG,2021-12-26T00:00:00.000Z
28.4,hose,HBC,2021-12-26T00:00:00.000Z
15.5,hnx,HBS,2021-12-26T00:00:00.000Z
44,hose,HCM,2021-12-26T00:00:00.000Z
37.8,upcom,HD6,2021-12-26T00:00:00.000Z
28.7,hose,HDB,2021-12-26T00:00:00.000Z
65.5,hose,HDG,2021-12-26T00:00:00.000Z
8.8,hnx,HHG,2021-12-26T00:00:00.000Z
11.55,hose,HHS,2021-12-26T00:00:00.000Z
26.2,upcom,HHV,2021-12-26T00:00:00.000Z
41.3,upcom,HMS,2021-12-26T00:00:00.000Z
12.55,hose,HNG,2021-12-26T00:00:00.000Z
9,hnx,HOM,2021-12-26T00:00:00.000Z
46.05,hose,HPG,2021-12-26T00:00:00.000Z
34.4,hose,HPX,2021-12-26T00:00:00.000Z
8.8,hose,HQC,2021-12-26T00:00:00.000Z
35.7,hose,HSG,2021-12-26T00:00:00.000Z
17.6,upcom,HSV,2021-12-26T00:00:00.000Z
22.45,hose,HT1,2021-12-26T00:00:00.000Z
8,upcom,HTE,2021-12-26T00:00:00.000Z
27.9,upcom,HU4,2021-12-26T00:00:00.000Z
19,hnx,HUT,2021-12-26T00:00:00.000Z
23.3,hose,HVN,2021-12-26T00:00:00.000Z
71.4,hnx,IDC,2021-12-26T00:00:00.000Z
39.7,hnx,IDJ,2021-12-26T00:00:00.000Z
32.4,hose,IJC,2021-12-26T00:00:00.000Z
12.2,upcom,ILA,2021-12-26T00:00:00.000Z
76.1,hose,IMP,2021-12-26T00:00:00.000Z
65,hnx,IPA,2021-12-26T00:00:00.000Z
17.7,hose,ITA,2021-12-26T00:00:00.000Z
10.7,hnx,ITQ,2021-12-26T00:00:00.000Z
17.4,hnx,IVS,2021-12-26T00:00:00.000Z
60,hose,KBC,2021-12-26T00:00:00.000Z
54.8,hose,KDC,2021-12-26T00:00:00.000Z
51,hose,KDH,2021-12-26T00:00:00.000Z
9.8,upcom,KHB,2021-12-26T00:00:00.000Z
23.6,upcom,KLB,2021-12-26T00:00:00.000Z
8,hnx,KLF,2021-12-26T00:00:00.000Z
33.5,hose,KOS,2021-12-26T00:00:00.000Z
69,hnx,KSF,2021-12-26T00:00:00.000Z
4.6,upcom,KSH,2021-12-26T00:00:00.000Z
9.1,hnx,KSQ,2021-12-26T00:00:00.000Z
8.5,hnx,KVC,2021-12-26T00:00:00.000Z
23.8,hnx,LAS,2021-12-26T00:00:00.000Z
19.5,hnx,LIG,2021-12-26T00:00:00.000Z
9.8,upcom,LMH,2021-12-26T00:00:00.000Z
21.7,hose,LPB,2021-12-26T00:00:00.000Z
13.9,upcom,LPT,2021-12-26T00:00:00.000Z
35.6,upcom,LTG,2021-12-26T00:00:00.000Z
9.7,hnx,MAC,2021-12-26T00:00:00.000Z
28.15,hose,MBB,2021-12-26T00:00:00.000Z
17.2,hnx,MBG,2021-12-26T00:00:00.000Z
37.6,hnx,MBS,2021-12-26T00:00:00.000Z
8.3,hnx,MCO,2021-12-26T00:00:00.000Z
35.8,upcom,MLS,2021-12-26T00:00:00.000Z
42.3,upcom,MPC,2021-12-26T00:00:00.000Z
27.1,hose,MSB,2021-12-26T00:00:00.000Z
171,hose,MSN,2021-12-26T00:00:00.000Z
27.3,upcom,MSR,2021-12-26T00:00:00.000Z
18.6,hnx,MST,2021-12-26T00:00:00.000Z
12.5,upcom,MVC,2021-12-26T00:00:00.000Z
134.6,hose,MWG,2021-12-26T00:00:00.000Z
19.1,upcom,NAB,2021-12-26T00:00:00.000Z
13.1,hnx,NAG,2021-12-26T00:00:00.000Z
15.6,hnx,NBC,2021-12-26T00:00:00.000Z
18.9,hnx,NDN,2021-12-26T00:00:00.000Z
30.2,upcom,NDT,2021-12-26T00:00:00.000Z
11.2,hnx,NDX,2021-12-26T00:00:00.000Z
13.1,upcom,NED,2021-12-26T00:00:00.000Z
60.7,hose,NLG,2021-12-26T00:00:00.000Z
31.4,hnx,NRC,2021-12-26T00:00:00.000Z
13.4,hnx,NSH,2021-12-26T00:00:00.000Z
26.1,hose,NT2,2021-12-26T00:00:00.000Z
58.8,hnx,NTP,2021-12-26T00:00:00.000Z
29.2,hnx,NVB,2021-12-26T00:00:00.000Z
88.9,hose,NVL,2021-12-26T00:00:00.000Z
25.9,hose,OCB,2021-12-26T00:00:00.000Z
10.1,hnx,OCH,2021-12-26T00:00:00.000Z
17.2,upcom,OIL,2021-12-26T00:00:00.000Z
37.5,hose,PAN,2021-12-26T00:00:00.000Z
23.6,upcom,PAS,2021-12-26T00:00:00.000Z
38.9,hose,PC1,2021-12-26T00:00:00.000Z
9.8,hnx,PCG,2021-12-26T00:00:00.000Z
94.5,hose,PDR,2021-12-26T00:00:00.000Z
8.3,upcom,PFL,2021-12-26T00:00:00.000Z
31.1,upcom,PGB,2021-12-26T00:00:00.000Z
38.5,upcom,PGV,2021-12-26T00:00:00.000Z
26.7,hnx,PHP,2021-12-26T00:00:00.000Z
73.6,hose,PHR,2021-12-26T00:00:00.000Z
40.1,hnx,PLC,2021-12-26T00:00:00.000Z
53,hose,PLX,2021-12-26T00:00:00.000Z
94.7,hose,PNJ,2021-12-26T00:00:00.000Z
14.55,hose,POM,2021-12-26T00:00:00.000Z
17.25,hose,POW,2021-12-26T00:00:00.000Z
25,hose,PPC,2021-12-26T00:00:00.000Z
26,upcom,PRT,2021-12-26T00:00:00.000Z
32.2,hnx,PSD,2021-12-26T00:00:00.000Z
18.5,hnx,PSI,2021-12-26T00:00:00.000Z
17.3,hose,PTL,2021-12-26T00:00:00.000Z
9.1,hnx,PV2,2021-12-26T00:00:00.000Z
16.4,hnx,PVC,2021-12-26T00:00:00.000Z
28.9,hose,PVD,2021-12-26T00:00:00.000Z
14.9,hnx,PVG,2021-12-26T00:00:00.000Z
50,hnx,PVI,2021-12-26T00:00:00.000Z
15.9,hnx,PVL,2021-12-26T00:00:00.000Z
21.8,upcom,PVM,2021-12-26T00:00:00.000Z
18.5,upcom,PVP,2021-12-26T00:00:00.000Z
26.5,hnx,PVS,2021-12-26T00:00:00.000Z
23.8,hose,PVT,2021-12-26T00:00:00.000Z
7.6,upcom,PXT,2021-12-26T00:00:00.000Z
48.3,upcom,QNS,2021-12-26T00:00:00.000Z
18.2,upcom,QTP,2021-12-26T00:00:00.000Z
71.8,hose,REE,2021-12-26T00:00:00.000Z
24.3,hnx,S99,2021-12-26T00:00:00.000Z
147,hose,SAB,2021-12-26T00:00:00.000Z
26.7,hose,SAM,2021-12-26T00:00:00.000Z
17,upcom,SBS,2021-12-26T00:00:00.000Z
24.7,hose,SBT,2021-12-26T00:00:00.000Z
78.1,hnx,SCG,2021-12-26T00:00:00.000Z
39.9,hnx,SCI,2021-12-26T00:00:00.000Z
153,hose,SCS,2021-12-26T00:00:00.000Z
9.5,upcom,SD3,2021-12-26T00:00:00.000Z
12.7,hnx,SD5,2021-12-26T00:00:00.000Z
9.5,hnx,SD6,2021-12-26T00:00:00.000Z
9.2,upcom,SD7,2021-12-26T00:00:00.000Z
15.5,hnx,SD9,2021-12-26T00:00:00.000Z
34,hnx,SDA,2021-12-26T00:00:00.000Z
8.6,upcom,SDD,2021-12-26T00:00:00.000Z
7,upcom,SDP,2021-12-26T00:00:00.000Z
17.8,upcom,SGB,2021-12-26T00:00:00.000Z
28,upcom,SGI,2021-12-26T00:00:00.000Z
33.9,upcom,SGP,2021-12-26T00:00:00.000Z
48,hnx,SHS,2021-12-26T00:00:00.000Z
78.4,hose,SJS,2021-12-26T00:00:00.000Z
25.3,upcom,SKH,2021-12-26T00:00:00.000Z
11.6,hnx,SPI,2021-12-26T00:00:00.000Z
12.7,hnx,SRA,2021-12-26T00:00:00.000Z
8.2,upcom,SRB,2021-12-26T00:00:00.000Z
8.4,upcom,SRT,2021-12-26T00:00:00.000Z
100,upcom,SSH,2021-12-26T00:00:00.000Z
49.05,hose,SSI,2021-12-26T00:00:00.000Z
28.2,hose,STB,2021-12-26T00:00:00.000Z
11.2,upcom,STH,2021-12-26T00:00:00.000Z
8.8,hnx,SVN,2021-12-26T00:00:00.000Z
64.8,hose,SZC,2021-12-26T00:00:00.000Z
13.2,hnx,TA9,2021-12-26T00:00:00.000Z
42,hnx,TAR,2021-12-26T00:00:00.000Z
82.5,upcom,TBD,2021-12-26T00:00:00.000Z
10.3,hnx,TC6,2021-12-26T00:00:00.000Z
48.9,hose,TCB,2021-12-26T00:00:00.000Z
27.65,hose,TCH,2021-12-26T00:00:00.000Z
19.2,upcom,TCI,2021-12-26T00:00:00.000Z
68,hose,TCM,2021-12-26T00:00:00.000Z
15.9,hnx,TDT,2021-12-26T00:00:00.000Z
244.5,hnx,THD,2021-12-26T00:00:00.000Z
12.6,hnx,THT,2021-12-26T00:00:00.000Z
53.1,upcom,TID,2021-12-26T00:00:00.000Z
27,hnx,TIG,2021-12-26T00:00:00.000Z
13,upcom,TIS,2021-12-26T00:00:00.000Z
22.3,upcom,TL4,2021-12-26T00:00:00.000Z
33.8,hnx,TNG,2021-12-26T00:00:00.000Z
10.3,upcom,TNS,2021-12-26T00:00:00.000Z
39.25,hose,TPB,2021-12-26T00:00:00.000Z
8.4,hnx,TTH,2021-12-26T00:00:00.000Z
28.6,upcom,TTN,2021-12-26T00:00:00.000Z
22.2,hnx,TVC,2021-12-26T00:00:00.000Z
12.3,hnx,TVD,2021-12-26T00:00:00.000Z
16.1,upcom,TVN,2021-12-26T00:00:00.000Z
17.8,upcom,VAB,2021-12-26T00:00:00.000Z
17.4,upcom,VBB,2021-12-26T00:00:00.000Z
66.1,hnx,VC2,2021-12-26T00:00:00.000Z
61.4,hnx,VC3,2021-12-26T00:00:00.000Z
28.4,hnx,VC7,2021-12-26T00:00:00.000Z
14.7,hnx,VC9,2021-12-26T00:00:00.000Z
78.5,hose,VCB,2021-12-26T00:00:00.000Z
53.4,hose,VCG,2021-12-26T00:00:00.000Z
71.7,hose,VCI,2021-12-26T00:00:00.000Z
53.7,upcom,VCR,2021-12-26T00:00:00.000Z
115,hnx,VCS,2021-12-26T00:00:00.000Z
7.7,upcom,VE9,2021-12-26T00:00:00.000Z
44.3,upcom,VEA,2021-12-26T00:00:00.000Z
16.3,upcom,VFS,2021-12-26T00:00:00.000Z
53.5,hose,VGC,2021-12-26T00:00:00.000Z
31.4,upcom,VGI,2021-12-26T00:00:00.000Z
48.9,hnx,VGS,2021-12-26T00:00:00.000Z
28.2,upcom,VGT,2021-12-26T00:00:00.000Z
13.7,upcom,VGV,2021-12-26T00:00:00.000Z
62.5,hose,VHC,2021-12-26T00:00:00.000Z
11.8,hnx,VHE,2021-12-26T00:00:00.000Z
8.5,upcom,VHG,2021-12-26T00:00:00.000Z
82.9,hose,VHM,2021-12-26T00:00:00.000Z
43.65,hose,VIB,2021-12-26T00:00:00.000Z
96.5,hose,VIC,2021-12-26T00:00:00.000Z
16.7,hnx,VIG,2021-12-26T00:00:00.000Z
30.2,hose,VIX,2021-12-26T00:00:00.000Z
124,hose,VJC,2021-12-26T00:00:00.000Z
12.8,hnx,VKC,2021-12-26T00:00:00.000Z
10.1,upcom,VLG,2021-12-26T00:00:00.000Z
30.7,upcom,VNA,2021-12-26T00:00:00.000Z
23.6,upcom,VNB,2021-12-26T00:00:00.000Z
79.9,hose,VND,2021-12-26T00:00:00.000Z
6.8,upcom,VNH,2021-12-26T00:00:00.000Z
86,hose,VNM,2021-12-26T00:00:00.000Z
25.9,upcom,VNP,2021-12-26T00:00:00.000Z
34.7,upcom,VOC,2021-12-26T00:00:00.000Z
34.25,hose,VPB,2021-12-26T00:00:00.000Z
54.5,hose,VPI,2021-12-26T00:00:00.000Z
31.25,hose,VRE,2021-12-26T00:00:00.000Z
15.5,upcom,VTD,2021-12-26T00:00:00.000Z
71.5,upcom,VTP,2021-12-26T00:00:00.000Z
10,hnx,VTV,2021-12-26T00:00:00.000Z
14.9,hnx,WSS,2021-12-26T00:00:00.000Z
17,upcom,XMC,2021-12-26T00:00:00.000Z
33.15,hose,ACB,2021-12-27T00:00:00.000Z
37.3,hose,APH,2021-12-27T00:00:00.000Z
22.55,hose,ASM,2021-12-27T00:00:00.000Z
65,hose,BCM,2021-12-27T00:00:00.000Z
60.3,hose,BHN,2021-12-27T00:00:00.000Z
35.3,hose,BID,2021-12-27T00:00:00.000Z
59.4,hose,BMP,2021-12-27T00:00:00.000Z
56.1,hose,BVH,2021-12-27T00:00:00.000Z
44.2,hose,BWE,2021-12-27T00:00:00.000Z
41.7,hose,CII,2021-12-27T00:00:00.000Z
99.8,hose,CTD,2021-12-27T00:00:00.000Z
33.4,hose,CTG,2021-12-27T00:00:00.000Z
70.7,hose,DBC,2021-12-27T00:00:00.000Z
36.9,hose,DCM,2021-12-27T00:00:00.000Z
161.8,hose,DGC,2021-12-27T00:00:00.000Z
129.8,hose,DGW,2021-12-27T00:00:00.000Z
86,hose,DHC,2021-12-27T00:00:00.000Z
115.6,hose,DHG,2021-12-27T00:00:00.000Z
96.3,hose,DIG,2021-12-27T00:00:00.000Z
52.6,hose,DPM,2021-12-27T00:00:00.000Z
35.2,hose,DXG,2021-12-27T00:00:00.000Z
33.35,hose,EIB,2021-12-27T00:00:00.000Z
18.3,hose,FLC,2021-12-27T00:00:00.000Z
94.5,hose,FPT,2021-12-27T00:00:00.000Z
95.9,hose,GAS,2021-12-27T00:00:00.000Z
21.7,hose,GEG,2021-12-27T00:00:00.000Z
39,hose,GEX,2021-12-27T00:00:00.000Z
45.8,hose,GMD,2021-12-27T00:00:00.000Z
20.4,hose,GTN,2021-12-27T00:00:00.000Z
38.6,hose,GVR,2021-12-27T00:00:00.000Z
14.5,hose,HAG,2021-12-27T00:00:00.000Z
28.7,hose,HBC,2021-12-27T00:00:00.000Z
43.9,hose,HCM,2021-12-27T00:00:00.000Z
28.75,hose,HDB,2021-12-27T00:00:00.000Z
64.9,hose,HDG,2021-12-27T00:00:00.000Z
12,hose,HHS,2021-12-27T00:00:00.000Z
13.4,hose,HNG,2021-12-27T00:00:00.000Z
45.9,hose,HPG,2021-12-27T00:00:00.000Z
33.9,hose,HPX,2021-12-27T00:00:00.000Z
9.18,hose,HQC,2021-12-27T00:00:00.000Z
35.25,hose,HSG,2021-12-27T00:00:00.000Z
22.1,hose,HT1,2021-12-27T00:00:00.000Z
23.35,hose,HVN,2021-12-27T00:00:00.000Z
32.05,hose,IJC,2021-12-27T00:00:00.000Z
76.2,hose,IMP,2021-12-27T00:00:00.000Z
17.85,hose,ITA,2021-12-27T00:00:00.000Z
61,hose,KBC,2021-12-27T00:00:00.000Z
54.6,hose,KDC,2021-12-27T00:00:00.000Z
53,hose,KDH,2021-12-27T00:00:00.000Z
33.6,hose,KOS,2021-12-27T00:00:00.000Z
21.55,hose,LPB,2021-12-27T00:00:00.000Z
28.15,hose,MBB,2021-12-27T00:00:00.000Z
27.3,hose,MSB,2021-12-27T00:00:00.000Z
169,hose,MSN,2021-12-27T00:00:00.000Z
134.9,hose,MWG,2021-12-27T00:00:00.000Z
62.3,hose,NLG,2021-12-27T00:00:00.000Z
26.3,hose,NT2,2021-12-27T00:00:00.000Z
89,hose,NVL,2021-12-27T00:00:00.000Z
25.85,hose,OCB,2021-12-27T00:00:00.000Z
37.5,hose,PAN,2021-12-27T00:00:00.000Z
39.7,hose,PC1,2021-12-27T00:00:00.000Z
94.6,hose,PDR,2021-12-27T00:00:00.000Z
72,hose,PHR,2021-12-27T00:00:00.000Z
54.1,hose,PLX,2021-12-27T00:00:00.000Z
96,hose,PNJ,2021-12-27T00:00:00.000Z
14.5,hose,POM,2021-12-27T00:00:00.000Z
18.45,hose,POW,2021-12-27T00:00:00.000Z
24.55,hose,PPC,2021-12-27T00:00:00.000Z
17.6,hose,PTL,2021-12-27T00:00:00.000Z
29.65,hose,PVD,2021-12-27T00:00:00.000Z
24,hose,PVT,2021-12-27T00:00:00.000Z
71.9,hose,REE,2021-12-27T00:00:00.000Z
147.9,hose,SAB,2021-12-27T00:00:00.000Z
27,hose,SAM,2021-12-27T00:00:00.000Z
24.9,hose,SBT,2021-12-27T00:00:00.000Z
153,hose,SCS,2021-12-27T00:00:00.000Z
76.6,hose,SJS,2021-12-27T00:00:00.000Z
49.15,hose,SSI,2021-12-27T00:00:00.000Z
28.1,hose,STB,2021-12-27T00:00:00.000Z
64.8,hose,SZC,2021-12-27T00:00:00.000Z
48.85,hose,TCB,2021-12-27T00:00:00.000Z
29.55,hose,TCH,2021-12-27T00:00:00.000Z
68,hose,TCM,2021-12-27T00:00:00.000Z
33.65,hose,ACB,2021-12-28T00:00:00.000Z
38.4,hose,APH,2021-12-28T00:00:00.000Z
22.85,hose,ASM,2021-12-28T00:00:00.000Z
65.9,hose,BCM,2021-12-28T00:00:00.000Z
60.3,hose,BHN,2021-12-28T00:00:00.000Z
35.2,hose,BID,2021-12-28T00:00:00.000Z
59.9,hose,BMP,2021-12-28T00:00:00.000Z
55.7,hose,BVH,2021-12-28T00:00:00.000Z
45.4,hose,BWE,2021-12-28T00:00:00.000Z
44.6,hose,CII,2021-12-28T00:00:00.000Z
103.9,hose,CTD,2021-12-28T00:00:00.000Z
33.9,hose,CTG,2021-12-28T00:00:00.000Z
73,hose,DBC,2021-12-28T00:00:00.000Z
37.05,hose,DCM,2021-12-28T00:00:00.000Z
160.8,hose,DGC,2021-12-28T00:00:00.000Z
129,hose,DGW,2021-12-28T00:00:00.000Z
86,hose,DHC,2021-12-28T00:00:00.000Z
115.9,hose,DHG,2021-12-28T00:00:00.000Z
101.5,hose,DIG,2021-12-28T00:00:00.000Z
52.3,hose,DPM,2021-12-28T00:00:00.000Z
35.85,hose,DXG,2021-12-28T00:00:00.000Z
35.5,hose,EIB,2021-12-28T00:00:00.000Z
19,hose,FLC,2021-12-28T00:00:00.000Z
94.5,hose,FPT,2021-12-28T00:00:00.000Z
98.1,hose,GAS,2021-12-28T00:00:00.000Z
23.2,hose,GEG,2021-12-28T00:00:00.000Z
39.2,hose,GEX,2021-12-28T00:00:00.000Z
45.75,hose,GMD,2021-12-28T00:00:00.000Z
20,hose,GTN,2021-12-28T00:00:00.000Z
37.85,hose,GVR,2021-12-28T00:00:00.000Z
13.55,hose,HAG,2021-12-28T00:00:00.000Z
30.1,hose,HBC,2021-12-28T00:00:00.000Z
43.35,hose,HCM,2021-12-28T00:00:00.000Z
30.5,hose,HDB,2021-12-28T00:00:00.000Z
66.6,hose,HDG,2021-12-28T00:00:00.000Z
12,hose,HHS,2021-12-28T00:00:00.000Z
12.95,hose,HNG,2021-12-28T00:00:00.000Z
45.8,hose,HPG,2021-12-28T00:00:00.000Z
33.8,hose,HPX,2021-12-28T00:00:00.000Z
9.56,hose,HQC,2021-12-28T00:00:00.000Z
35.9,hose,HSG,2021-12-28T00:00:00.000Z
22.75,hose,HT1,2021-12-28T00:00:00.000Z
23.1,hose,HVN,2021-12-28T00:00:00.000Z
31.75,hose,IJC,2021-12-28T00:00:00.000Z
76,hose,IMP,2021-12-28T00:00:00.000Z
17.8,hose,ITA,2021-12-28T00:00:00.000Z
62.1,hose,KBC,2021-12-28T00:00:00.000Z
54.5,hose,KDC,2021-12-28T00:00:00.000Z
52.5,hose,KDH,2021-12-28T00:00:00.000Z
33.6,hose,KOS,2021-12-28T00:00:00.000Z
21.7,hose,LPB,2021-12-28T00:00:00.000Z
28.3,hose,MBB,2021-12-28T00:00:00.000Z
27.5,hose,MSB,2021-12-28T00:00:00.000Z
171.5,hose,MSN,2021-12-28T00:00:00.000Z
135.8,hose,MWG,2021-12-28T00:00:00.000Z
63,hose,NLG,2021-12-28T00:00:00.000Z
26.8,hose,NT2,2021-12-28T00:00:00.000Z
87,hose,NVL,2021-12-28T00:00:00.000Z
26.3,hose,OCB,2021-12-28T00:00:00.000Z
37.85,hose,PAN,2021-12-28T00:00:00.000Z
39.8,hose,PC1,2021-12-28T00:00:00.000Z
94.1,hose,PDR,2021-12-28T00:00:00.000Z
71.7,hose,PHR,2021-12-28T00:00:00.000Z
53.8,hose,PLX,2021-12-28T00:00:00.000Z
95.6,hose,PNJ,2021-12-28T00:00:00.000Z